wave,download_batch,source_type,bundle_slug,bundle_title,bundle_url,product_id,entrepedia_title,entrepedia_url,entrepedia_format,imu_type,imu_category,imu_title,imu_summary,status,staging_hint,desk_title,desk_summary
2,2,bundle_product,the-telegram-monetization-playbook,The Telegram Monetization Playbook,https://www.entrepedia.co/library/bundles/the-telegram-monetization-playbook,75c7123e-3287-4abf-81c5-95cab2e9ae4b,Telegram Creator Profits,https://www.entrepedia.co/library/product/75c7123e-3287-4abf-81c5-95cab2e9ae4b,Audio,audio,social-media,Telegram Creator Profits,Part of Telegram Monetization Desk: Telegram Creator Profits.,uploaded,iMU-import\wave2\batch-2\the-telegram-monetization-playbook,Telegram Monetization Desk,Turn Telegram attention into paid communities and product sales.
2,2,bundle_product,the-telegram-monetization-playbook,The Telegram Monetization Playbook,https://www.entrepedia.co/library/bundles/the-telegram-monetization-playbook,eabeff64-f309-4d1c-81ae-196b9493282b,7 Telegram Monetization Models That Turn Subscribers Into Buyers,https://www.entrepedia.co/library/product/eabeff64-f309-4d1c-81ae-196b9493282b,Listicle,guide,social-media,7 Telegram Monetization Models That Turn Subscribers Into Buyers,Part of Telegram Monetization Desk: 7 Telegram Monetization Models That Turn Subscribers Into Buyers.,uploaded,iMU-import\wave2\batch-2\the-telegram-monetization-playbook,Telegram Monetization Desk,Turn Telegram attention into paid communities and product sales.
2,2,bundle_product,the-telegram-monetization-playbook,The Telegram Monetization Playbook,https://www.entrepedia.co/library/bundles/the-telegram-monetization-playbook,4754b85d-651d-43d0-b68d-1751160318f5,Telegram Channel Monetization Kickstarter,https://www.entrepedia.co/library/product/4754b85d-651d-43d0-b68d-1751160318f5,Mini-Course,course,social-media,Telegram Channel Monetization Kickstarter,Part of Telegram Monetization Desk: Telegram Channel Monetization Kickstarter.,uploaded,iMU-import\wave2\batch-2\the-telegram-monetization-playbook,Telegram Monetization Desk,Turn Telegram attention into paid communities and product sales.
2,2,bundle_product,the-telegram-monetization-playbook,The Telegram Monetization Playbook,https://www.entrepedia.co/library/bundles/the-telegram-monetization-playbook,2c1e1813-8b86-48f1-9f9e-e5c3fd937932,Profitable Telegram Channel Builder,https://www.entrepedia.co/library/product/2c1e1813-8b86-48f1-9f9e-e5c3fd937932,Prompt Pack,guide,social-media,Profitable Telegram Channel Builder,Part of Telegram Monetization Desk: Profitable Telegram Channel Builder.,uploaded,iMU-import\wave2\batch-2\the-telegram-monetization-playbook,Telegram Monetization Desk,Turn Telegram attention into paid communities and product sales.
2,2,bundle_product,the-telegram-monetization-playbook,The Telegram Monetization Playbook,https://www.entrepedia.co/library/bundles/the-telegram-monetization-playbook,b8d0b831-134b-4074-a556-c9e006382b7a,The Complete Telegram Stars Monetization System,https://www.entrepedia.co/library/product/b8d0b831-134b-4074-a556-c9e006382b7a,Guide,guide,social-media,The Complete Telegram Stars Monetization System,Part of Telegram Monetization Desk: The Complete Telegram Stars Monetization System.,uploaded,iMU-import\wave2\batch-2\the-telegram-monetization-playbook,Telegram Monetization Desk,Turn Telegram attention into paid communities and product sales.
2,2,bundle_product,the-telegram-monetization-playbook,The Telegram Monetization Playbook,https://www.entrepedia.co/library/bundles/the-telegram-monetization-playbook,746a0c15-a17b-433d-a562-ff85bedb35a2,Telegram Channel Monetization Readiness Audit,https://www.entrepedia.co/library/product/746a0c15-a17b-433d-a562-ff85bedb35a2,Checklist,guide,social-media,Telegram Channel Monetization Readiness Audit,Part of Telegram Monetization Desk: Telegram Channel Monetization Readiness Audit.,uploaded,iMU-import\wave2\batch-2\the-telegram-monetization-playbook,Telegram Monetization Desk,Turn Telegram attention into paid communities and product sales.
2,2,bundle_product,the-telegram-monetization-playbook,The Telegram Monetization Playbook,https://www.entrepedia.co/library/bundles/the-telegram-monetization-playbook,88b679a5-7d08-4e83-9b81-4b977fd9c0fd,The Telegram Monetization Playbook,https://www.entrepedia.co/library/product/88b679a5-7d08-4e83-9b81-4b977fd9c0fd,Book,book,social-media,The Telegram Monetization Playbook,Part of Telegram Monetization Desk: The Telegram Monetization Playbook.,uploaded,iMU-import\wave2\batch-2\the-telegram-monetization-playbook,Telegram Monetization Desk,Turn Telegram attention into paid communities and product sales.
2,2,bundle_product,the-brand-evolution-system-for-modern-creators,The Brand Evolution System for Modern Creators,https://www.entrepedia.co/library/bundles/the-brand-evolution-system-for-modern-creators,af5ea498-7171-4931-aee2-2d47af05b865,Outgrowing Your Brand,https://www.entrepedia.co/library/product/af5ea498-7171-4931-aee2-2d47af05b865,Audio,audio,social-media,Outgrowing Your Brand,Part of Creator Brand Evolution: Outgrowing Your Brand.,uploaded,iMU-import\wave2\batch-2\the-brand-evolution-system-for-modern-creators,Creator Brand Evolution,Evolve creator identity without resetting audience trust.
2,2,bundle_product,the-brand-evolution-system-for-modern-creators,The Brand Evolution System for Modern Creators,https://www.entrepedia.co/library/bundles/the-brand-evolution-system-for-modern-creators,c3a07d05-2ed2-48df-b78e-64b1fedd4922,13 Signals Your Personal Brand Needs a Strategic Refresh,https://www.entrepedia.co/library/product/c3a07d05-2ed2-48df-b78e-64b1fedd4922,Listicle,guide,social-media,13 Signals Your Personal Brand Needs a Strategic Refresh,Part of Creator Brand Evolution: 13 Signals Your Personal Brand Needs a Strategic Refresh.,uploaded,iMU-import\wave2\batch-2\the-brand-evolution-system-for-modern-creators,Creator Brand Evolution,Evolve creator identity without resetting audience trust.
2,2,bundle_product,the-brand-evolution-system-for-modern-creators,The Brand Evolution System for Modern Creators,https://www.entrepedia.co/library/bundles/the-brand-evolution-system-for-modern-creators,4ef0797b-3108-48e2-81d9-95ac1e4cef65,Break the Brand Plateau,https://www.entrepedia.co/library/product/4ef0797b-3108-48e2-81d9-95ac1e4cef65,Mini-Course,course,social-media,Break the Brand Plateau,Part of Creator Brand Evolution: Break the Brand Plateau.,uploaded,iMU-import\wave2\batch-2\the-brand-evolution-system-for-modern-creators,Creator Brand Evolution,Evolve creator identity without resetting audience trust.
2,2,bundle_product,the-brand-evolution-system-for-modern-creators,The Brand Evolution System for Modern Creators,https://www.entrepedia.co/library/bundles/the-brand-evolution-system-for-modern-creators,039a9720-1058-488e-ae12-ec58c5d13503,Strategic Brand Evolution,https://www.entrepedia.co/library/product/039a9720-1058-488e-ae12-ec58c5d13503,Prompt Pack,guide,social-media,Strategic Brand Evolution,Part of Creator Brand Evolution: Strategic Brand Evolution.,uploaded,iMU-import\wave2\batch-2\the-brand-evolution-system-for-modern-creators,Creator Brand Evolution,Evolve creator identity without resetting audience trust.
2,2,bundle_product,the-brand-evolution-system-for-modern-creators,The Brand Evolution System for Modern Creators,https://www.entrepedia.co/library/bundles/the-brand-evolution-system-for-modern-creators,03e12d41-fc9f-43f7-8573-206e184f3a5d,Reinvent Your Brand Without Losing Momentum,https://www.entrepedia.co/library/product/03e12d41-fc9f-43f7-8573-206e184f3a5d,Guide,guide,social-media,Reinvent Your Brand Without Losing Momentum,Part of Creator Brand Evolution: Reinvent Your Brand Without Losing Momentum.,uploaded,iMU-import\wave2\batch-2\the-brand-evolution-system-for-modern-creators,Creator Brand Evolution,Evolve creator identity without resetting audience trust.
2,2,bundle_product,the-brand-evolution-system-for-modern-creators,The Brand Evolution System for Modern Creators,https://www.entrepedia.co/library/bundles/the-brand-evolution-system-for-modern-creators,58ffea1e-872c-4e7f-9669-d1fc15e98e31,The Brand Relaunch Sequence,https://www.entrepedia.co/library/product/58ffea1e-872c-4e7f-9669-d1fc15e98e31,Checklist,guide,social-media,The Brand Relaunch Sequence,Part of Creator Brand Evolution: The Brand Relaunch Sequence.,uploaded,iMU-import\wave2\batch-2\the-brand-evolution-system-for-modern-creators,Creator Brand Evolution,Evolve creator identity without resetting audience trust.
2,2,bundle_product,the-brand-evolution-system-for-modern-creators,The Brand Evolution System for Modern Creators,https://www.entrepedia.co/library/bundles/the-brand-evolution-system-for-modern-creators,bd93adbd-7154-45c4-a522-e1da8e72f516,The Brand Evolution System for Modern Creators,https://www.entrepedia.co/library/product/bd93adbd-7154-45c4-a522-e1da8e72f516,Book,book,social-media,The Brand Evolution System for Modern Creators,Part of Creator Brand Evolution: The Brand Evolution System for Modern Creators.,uploaded,iMU-import\wave2\batch-2\the-brand-evolution-system-for-modern-creators,Creator Brand Evolution,Evolve creator identity without resetting audience trust.
2,2,bundle_product,how-to-build-a-consistent-visual-identity,How to Build a Consistent Visual Identity,https://www.entrepedia.co/library/bundles/how-to-build-a-consistent-visual-identity,f2be30a6-f64d-491b-9a15-304ea2b97d34,The Strategic Brand Kit,https://www.entrepedia.co/library/product/f2be30a6-f64d-491b-9a15-304ea2b97d34,Audio,audio,marketing,The Strategic Brand Kit,Part of Visual Identity System: The Strategic Brand Kit.,uploaded,iMU-import\wave2\batch-2\how-to-build-a-consistent-visual-identity,Visual Identity System,Consistent brand visuals that make offers look premium.
2,2,bundle_product,how-to-build-a-consistent-visual-identity,How to Build a Consistent Visual Identity,https://www.entrepedia.co/library/bundles/how-to-build-a-consistent-visual-identity,5afd0da8-45b8-46f3-a326-dc5e825976a8,13 Visual Decisions That Separate Professional Brands From Amateur Ones,https://www.entrepedia.co/library/product/5afd0da8-45b8-46f3-a326-dc5e825976a8,Listicle,guide,marketing,13 Visual Decisions That Separate Professional Brands From Amateur Ones,Part of Visual Identity System: 13 Visual Decisions That Separate Professional Brands From Amateur Ones.,uploaded,iMU-import\wave2\batch-2\how-to-build-a-consistent-visual-identity,Visual Identity System,Consistent brand visuals that make offers look premium.
2,2,bundle_product,how-to-build-a-consistent-visual-identity,How to Build a Consistent Visual Identity,https://www.entrepedia.co/library/bundles/how-to-build-a-consistent-visual-identity,9522b0d9-c194-4cc5-99d9-e84604989301,7-Day Brand Design,https://www.entrepedia.co/library/product/9522b0d9-c194-4cc5-99d9-e84604989301,Mini-Course,course,marketing,7-Day Brand Design,Part of Visual Identity System: 7-Day Brand Design.,uploaded,iMU-import\wave2\batch-2\how-to-build-a-consistent-visual-identity,Visual Identity System,Consistent brand visuals that make offers look premium.
2,2,bundle_product,how-to-build-a-consistent-visual-identity,How to Build a Consistent Visual Identity,https://www.entrepedia.co/library/bundles/how-to-build-a-consistent-visual-identity,92ac69ff-5a1e-4136-b0ab-a9be8d201350,Create Professional Visual Identity,https://www.entrepedia.co/library/product/92ac69ff-5a1e-4136-b0ab-a9be8d201350,Prompt Pack,guide,marketing,Create Professional Visual Identity,Part of Visual Identity System: Create Professional Visual Identity.,uploaded,iMU-import\wave2\batch-2\how-to-build-a-consistent-visual-identity,Visual Identity System,Consistent brand visuals that make offers look premium.
2,2,bundle_product,how-to-build-a-consistent-visual-identity,How to Build a Consistent Visual Identity,https://www.entrepedia.co/library/bundles/how-to-build-a-consistent-visual-identity,9c79c2ed-4b98-4aa2-b288-3f9f81dde31d,Build Your Brand Guide in One Weekend,https://www.entrepedia.co/library/product/9c79c2ed-4b98-4aa2-b288-3f9f81dde31d,Guide,guide,marketing,Build Your Brand Guide in One Weekend,Part of Visual Identity System: Build Your Brand Guide in One Weekend.,uploaded,iMU-import\wave2\batch-2\how-to-build-a-consistent-visual-identity,Visual Identity System,Consistent brand visuals that make offers look premium.
2,2,bundle_product,how-to-build-a-consistent-visual-identity,How to Build a Consistent Visual Identity,https://www.entrepedia.co/library/bundles/how-to-build-a-consistent-visual-identity,c83b46d4-899e-45cc-b27f-2aa59e4b9246,Pre-Launch Brand Kit Setup,https://www.entrepedia.co/library/product/c83b46d4-899e-45cc-b27f-2aa59e4b9246,Checklist,guide,marketing,Pre-Launch Brand Kit Setup,Part of Visual Identity System: Pre-Launch Brand Kit Setup.,uploaded,iMU-import\wave2\batch-2\how-to-build-a-consistent-visual-identity,Visual Identity System,Consistent brand visuals that make offers look premium.
2,2,bundle_product,how-to-build-a-consistent-visual-identity,How to Build a Consistent Visual Identity,https://www.entrepedia.co/library/bundles/how-to-build-a-consistent-visual-identity,a161c288-1ef3-40fa-ad2c-f87740dd8ec1,How to Build a Consistent Visual Identity,https://www.entrepedia.co/library/product/a161c288-1ef3-40fa-ad2c-f87740dd8ec1,Book,book,marketing,How to Build a Consistent Visual Identity,Part of Visual Identity System: How to Build a Consistent Visual Identity.,uploaded,iMU-import\wave2\batch-2\how-to-build-a-consistent-visual-identity,Visual Identity System,Consistent brand visuals that make offers look premium.
2,2,bundle_product,home-deal-negotiation-ebook,Home Deal Negotiation - Ebook,https://www.entrepedia.co/library/bundles/home-deal-negotiation-ebook,e93ce64f-ceaa-4a2c-8bdb-1c892998f81c,The Smart Property Negotiator,https://www.entrepedia.co/library/product/e93ce64f-ceaa-4a2c-8bdb-1c892998f81c,Audio,audio,wealth-creation,The Smart Property Negotiator,Part of Home Deal Negotiation: The Smart Property Negotiator.,uploaded,iMU-import\wave2\batch-2\home-deal-negotiation-ebook,Home Deal Negotiation,Negotiate residential deals with process instead of emotion.
2,2,bundle_product,home-deal-negotiation-ebook,Home Deal Negotiation - Ebook,https://www.entrepedia.co/library/bundles/home-deal-negotiation-ebook,cda1b19f-3afc-45fc-a761-89353f0a76ad,13 Psychological Weapons Agents Use in Every Negotiation,https://www.entrepedia.co/library/product/cda1b19f-3afc-45fc-a761-89353f0a76ad,Listicle,guide,wealth-creation,13 Psychological Weapons Agents Use in Every Negotiation,Part of Home Deal Negotiation: 13 Psychological Weapons Agents Use in Every Negotiation.,uploaded,iMU-import\wave2\batch-2\home-deal-negotiation-ebook,Home Deal Negotiation,Negotiate residential deals with process instead of emotion.
2,2,bundle_product,home-deal-negotiation-ebook,Home Deal Negotiation - Ebook,https://www.entrepedia.co/library/bundles/home-deal-negotiation-ebook,a6625e5a-c501-42b9-bd4b-c65b08a74a75,Becoming a Confident Home Negotiator,https://www.entrepedia.co/library/product/a6625e5a-c501-42b9-bd4b-c65b08a74a75,Mini-Course,course,wealth-creation,Becoming a Confident Home Negotiator,Part of Home Deal Negotiation: Becoming a Confident Home Negotiator.,uploaded,iMU-import\wave2\batch-2\home-deal-negotiation-ebook,Home Deal Negotiation,Negotiate residential deals with process instead of emotion.
2,2,bundle_product,home-deal-negotiation-ebook,Home Deal Negotiation - Ebook,https://www.entrepedia.co/library/bundles/home-deal-negotiation-ebook,d9f87d4e-8a74-4872-a5c2-62a8b5465193,Real Estate Negotiation Assistant,https://www.entrepedia.co/library/product/d9f87d4e-8a74-4872-a5c2-62a8b5465193,Prompt Pack,guide,wealth-creation,Real Estate Negotiation Assistant,Part of Home Deal Negotiation: Real Estate Negotiation Assistant.,uploaded,iMU-import\wave2\batch-2\home-deal-negotiation-ebook,Home Deal Negotiation,Negotiate residential deals with process instead of emotion.
2,2,bundle_product,home-deal-negotiation-ebook,Home Deal Negotiation - Ebook,https://www.entrepedia.co/library/bundles/home-deal-negotiation-ebook,60b4b7c5-faaf-43d7-b936-00490963f48e,Win the First Move in Any Property Deal,https://www.entrepedia.co/library/product/60b4b7c5-faaf-43d7-b936-00490963f48e,Guide,guide,wealth-creation,Win the First Move in Any Property Deal,Part of Home Deal Negotiation: Win the First Move in Any Property Deal.,uploaded,iMU-import\wave2\batch-2\home-deal-negotiation-ebook,Home Deal Negotiation,Negotiate residential deals with process instead of emotion.
2,2,bundle_product,home-deal-negotiation-ebook,Home Deal Negotiation - Ebook,https://www.entrepedia.co/library/bundles/home-deal-negotiation-ebook,e1ec5e09-9e37-4917-bc62-183b511d0f7a,The Home Inspection Negotiation,https://www.entrepedia.co/library/product/e1ec5e09-9e37-4917-bc62-183b511d0f7a,Checklist,guide,wealth-creation,The Home Inspection Negotiation,Part of Home Deal Negotiation: The Home Inspection Negotiation.,uploaded,iMU-import\wave2\batch-2\home-deal-negotiation-ebook,Home Deal Negotiation,Negotiate residential deals with process instead of emotion.
2,2,bundle_product,home-deal-negotiation-ebook,Home Deal Negotiation - Ebook,https://www.entrepedia.co/library/bundles/home-deal-negotiation-ebook,5079e248-026c-4147-aad3-f50a83312fcb,Home Deal Negotiation - Ebook,https://www.entrepedia.co/library/product/5079e248-026c-4147-aad3-f50a83312fcb,Book,book,wealth-creation,Home Deal Negotiation - Ebook,Part of Home Deal Negotiation: Home Deal Negotiation - Ebook.,uploaded,iMU-import\wave2\batch-2\home-deal-negotiation-ebook,Home Deal Negotiation,Negotiate residential deals with process instead of emotion.
2,2,bundle_product,the-modern-estate-manager,The Modern Estate Manager,https://www.entrepedia.co/library/bundles/the-modern-estate-manager,925a716f-40cd-4ebe-8e19-f893ba89f656,Executive Estate Management,https://www.entrepedia.co/library/product/925a716f-40cd-4ebe-8e19-f893ba89f656,Audio,audio,wealth-creation,Executive Estate Management,Part of Modern Estate Manager: Executive Estate Management.,uploaded,iMU-import\wave2\batch-2\the-modern-estate-manager,Modern Estate Manager,"Operate property and estate cashflow like a desk, not a hobby."
2,2,bundle_product,the-modern-estate-manager,The Modern Estate Manager,https://www.entrepedia.co/library/bundles/the-modern-estate-manager,4d3d7857-adcf-4ac2-a06c-59f49a5c90cc,13 Operational Systems That Separate Elite Estate Managers,https://www.entrepedia.co/library/product/4d3d7857-adcf-4ac2-a06c-59f49a5c90cc,Listicle,guide,wealth-creation,13 Operational Systems That Separate Elite Estate Managers,Part of Modern Estate Manager: 13 Operational Systems That Separate Elite Estate Managers.,uploaded,iMU-import\wave2\batch-2\the-modern-estate-manager,Modern Estate Manager,"Operate property and estate cashflow like a desk, not a hobby."
2,2,bundle_product,the-modern-estate-manager,The Modern Estate Manager,https://www.entrepedia.co/library/bundles/the-modern-estate-manager,2584836b-1497-45d6-9f81-6faff13351ae,7 Silent Mistakes That End Estate Management Careers,https://www.entrepedia.co/library/product/2584836b-1497-45d6-9f81-6faff13351ae,Listicle,guide,wealth-creation,7 Silent Mistakes That End Estate Management Careers,Part of Modern Estate Manager: 7 Silent Mistakes That End Estate Management Careers.,uploaded,iMU-import\wave2\batch-2\the-modern-estate-manager,Modern Estate Manager,"Operate property and estate cashflow like a desk, not a hobby."
2,2,bundle_product,the-modern-estate-manager,The Modern Estate Manager,https://www.entrepedia.co/library/bundles/the-modern-estate-manager,02f5b1be-f24d-4703-a3af-921ec495e71b,From Housekeeper to Operations Executive,https://www.entrepedia.co/library/product/02f5b1be-f24d-4703-a3af-921ec495e71b,Mini-Course,course,wealth-creation,From Housekeeper to Operations Executive,Part of Modern Estate Manager: From Housekeeper to Operations Executive.,uploaded,iMU-import\wave2\batch-2\the-modern-estate-manager,Modern Estate Manager,"Operate property and estate cashflow like a desk, not a hobby."
2,2,bundle_product,the-modern-estate-manager,The Modern Estate Manager,https://www.entrepedia.co/library/bundles/the-modern-estate-manager,861c33a6-d224-4f29-a508-01458fee09a7,Estate Management Excellence,https://www.entrepedia.co/library/product/861c33a6-d224-4f29-a508-01458fee09a7,Prompt Pack,guide,wealth-creation,Estate Management Excellence,Part of Modern Estate Manager: Estate Management Excellence.,uploaded,iMU-import\wave2\batch-2\the-modern-estate-manager,Modern Estate Manager,"Operate property and estate cashflow like a desk, not a hobby."
2,2,bundle_product,the-modern-estate-manager,The Modern Estate Manager,https://www.entrepedia.co/library/bundles/the-modern-estate-manager,377115f0-24e7-4506-9d5b-4358660fb2b6,Mastering Luxury Property and Household Operations,https://www.entrepedia.co/library/product/377115f0-24e7-4506-9d5b-4358660fb2b6,Guide,guide,wealth-creation,Mastering Luxury Property and Household Operations,Part of Modern Estate Manager: Mastering Luxury Property and Household Operations.,uploaded,iMU-import\wave2\batch-2\the-modern-estate-manager,Modern Estate Manager,"Operate property and estate cashflow like a desk, not a hobby."
2,2,bundle_product,the-modern-estate-manager,The Modern Estate Manager,https://www.entrepedia.co/library/bundles/the-modern-estate-manager,e845b2df-763a-4886-bc46-9f0d09612908,The Estate Manager Success Plan,https://www.entrepedia.co/library/product/e845b2df-763a-4886-bc46-9f0d09612908,Checklist,guide,wealth-creation,The Estate Manager Success Plan,Part of Modern Estate Manager: The Estate Manager Success Plan.,uploaded,iMU-import\wave2\batch-2\the-modern-estate-manager,Modern Estate Manager,"Operate property and estate cashflow like a desk, not a hobby."
2,2,bundle_product,the-modern-estate-manager,The Modern Estate Manager,https://www.entrepedia.co/library/bundles/the-modern-estate-manager,ff7fc358-0c68-4999-845c-9c193f80437c,The Modern Estate Manager,https://www.entrepedia.co/library/product/ff7fc358-0c68-4999-845c-9c193f80437c,Book,book,wealth-creation,The Modern Estate Manager,Part of Modern Estate Manager: The Modern Estate Manager.,uploaded,iMU-import\wave2\batch-2\the-modern-estate-manager,Modern Estate Manager,"Operate property and estate cashflow like a desk, not a hobby."
2,3,bundle_product,self-care-without-the-guilt,Self-Care Without the Guilt,https://www.entrepedia.co/library/bundles/self-care-without-the-guilt,9a37d10c-e6ec-4c17-ba84-1c80b6a0b7b3,The Intentional Life System,https://www.entrepedia.co/library/product/9a37d10c-e6ec-4c17-ba84-1c80b6a0b7b3,Audio,audio,fitness-nutrition,The Intentional Life System,Part of Self-Care Without Guilt: The Intentional Life System.,uploaded,iMU-import\wave2\batch-3\self-care-without-the-guilt,Self-Care Without Guilt,Recovery systems operators can keep without abandoning the desk.
2,3,bundle_product,self-care-without-the-guilt,Self-Care Without the Guilt,https://www.entrepedia.co/library/bundles/self-care-without-the-guilt,dda3f5b3-ad50-4de7-bc69-4fc0bae5dbea,13 Silent Signs the Daily Grind Has Stolen More Than It Should,https://www.entrepedia.co/library/product/dda3f5b3-ad50-4de7-bc69-4fc0bae5dbea,Listicle,guide,fitness-nutrition,13 Silent Signs the Daily Grind Has Stolen More Than It Should,Part of Self-Care Without Guilt: 13 Silent Signs the Daily Grind Has Stolen More Than It Should.,uploaded,iMU-import\wave2\batch-3\self-care-without-the-guilt,Self-Care Without Guilt,Recovery systems operators can keep without abandoning the desk.
2,3,bundle_product,self-care-without-the-guilt,Self-Care Without the Guilt,https://www.entrepedia.co/library/bundles/self-care-without-the-guilt,0459403a-fbaf-41ee-b76a-60b8d5ec7075,Build a Self-Care System in 7 Days,https://www.entrepedia.co/library/product/0459403a-fbaf-41ee-b76a-60b8d5ec7075,Mini-Course,course,fitness-nutrition,Build a Self-Care System in 7 Days,Part of Self-Care Without Guilt: Build a Self-Care System in 7 Days.,uploaded,iMU-import\wave2\batch-3\self-care-without-the-guilt,Self-Care Without Guilt,Recovery systems operators can keep without abandoning the desk.
2,3,bundle_product,self-care-without-the-guilt,Self-Care Without the Guilt,https://www.entrepedia.co/library/bundles/self-care-without-the-guilt,0e40bca9-948e-4ca9-95a2-65affc915e5b,The Bad Day Protocol,https://www.entrepedia.co/library/product/0e40bca9-948e-4ca9-95a2-65affc915e5b,Guide,guide,fitness-nutrition,The Bad Day Protocol,Part of Self-Care Without Guilt: The Bad Day Protocol.,uploaded,iMU-import\wave2\batch-3\self-care-without-the-guilt,Self-Care Without Guilt,Recovery systems operators can keep without abandoning the desk.
2,3,bundle_product,self-care-without-the-guilt,Self-Care Without the Guilt,https://www.entrepedia.co/library/bundles/self-care-without-the-guilt,ea700b70-fc41-4de6-9833-ee650fd616b1,Your 5-Minute Morning and Evening Ritual,https://www.entrepedia.co/library/product/ea700b70-fc41-4de6-9833-ee650fd616b1,Checklist,guide,fitness-nutrition,Your 5-Minute Morning and Evening Ritual,Part of Self-Care Without Guilt: Your 5-Minute Morning and Evening Ritual.,uploaded,iMU-import\wave2\batch-3\self-care-without-the-guilt,Self-Care Without Guilt,Recovery systems operators can keep without abandoning the desk.
2,3,bundle_product,self-care-without-the-guilt,Self-Care Without the Guilt,https://www.entrepedia.co/library/bundles/self-care-without-the-guilt,4a4b1e92-2fcc-4082-a413-e58f6e99907d,Personal Energy Mapping,https://www.entrepedia.co/library/product/4a4b1e92-2fcc-4082-a413-e58f6e99907d,Guide,guide,fitness-nutrition,Personal Energy Mapping,Part of Self-Care Without Guilt: Personal Energy Mapping.,uploaded,iMU-import\wave2\batch-3\self-care-without-the-guilt,Self-Care Without Guilt,Recovery systems operators can keep without abandoning the desk.
2,3,bundle_product,self-care-without-the-guilt,Self-Care Without the Guilt,https://www.entrepedia.co/library/bundles/self-care-without-the-guilt,45ce1419-4047-45a3-81a8-e34838186798,Self-Care Without the Guilt,https://www.entrepedia.co/library/product/45ce1419-4047-45a3-81a8-e34838186798,Book,book,fitness-nutrition,Self-Care Without the Guilt,Part of Self-Care Without Guilt: Self-Care Without the Guilt.,uploaded,iMU-import\wave2\batch-3\self-care-without-the-guilt,Self-Care Without Guilt,Recovery systems operators can keep without abandoning the desk.
2,3,bundle_product,the-neuroinclusive-managers-playbook,The Neuroinclusive Manager's Playbook,https://www.entrepedia.co/library/bundles/the-neuroinclusive-managers-playbook,272c0714-f7a6-4831-b390-b0cb0912c428,The Brain-Friendly Workplace,https://www.entrepedia.co/library/product/272c0714-f7a6-4831-b390-b0cb0912c428,Audio,audio,personal-development,The Brain-Friendly Workplace,Part of Neuroinclusive Manager Desk: The Brain-Friendly Workplace.,uploaded,iMU-import\wave2\batch-3\the-neuroinclusive-managers-playbook,Neuroinclusive Manager Desk,Lead mixed cognition teams without burning trust or output.
2,3,bundle_product,the-neuroinclusive-managers-playbook,The Neuroinclusive Manager's Playbook,https://www.entrepedia.co/library/bundles/the-neuroinclusive-managers-playbook,2b0b43d2-a454-4ab8-8737-4ff9b7b557a5,7 Workplace Policies That Accidentally Block Neurodivergent Talent,https://www.entrepedia.co/library/product/2b0b43d2-a454-4ab8-8737-4ff9b7b557a5,Listicle,guide,personal-development,7 Workplace Policies That Accidentally Block Neurodivergent Talent,Part of Neuroinclusive Manager Desk: 7 Workplace Policies That Accidentally Block Neurodivergent Talent.,uploaded,iMU-import\wave2\batch-3\the-neuroinclusive-managers-playbook,Neuroinclusive Manager Desk,Lead mixed cognition teams without burning trust or output.
2,3,bundle_product,the-neuroinclusive-managers-playbook,The Neuroinclusive Manager's Playbook,https://www.entrepedia.co/library/bundles/the-neuroinclusive-managers-playbook,18e616d0-d7ed-4344-a7c2-5f72d5a1b6f2,7 Days to a Neuroinclusive Management,https://www.entrepedia.co/library/product/18e616d0-d7ed-4344-a7c2-5f72d5a1b6f2,Mini-Course,course,personal-development,7 Days to a Neuroinclusive Management,Part of Neuroinclusive Manager Desk: 7 Days to a Neuroinclusive Management.,uploaded,iMU-import\wave2\batch-3\the-neuroinclusive-managers-playbook,Neuroinclusive Manager Desk,Lead mixed cognition teams without burning trust or output.
2,3,bundle_product,the-neuroinclusive-managers-playbook,The Neuroinclusive Manager's Playbook,https://www.entrepedia.co/library/bundles/the-neuroinclusive-managers-playbook,6dc1ce19-4e22-4e62-8432-f6ca4576798b,Neuroinclusive Leadership Copilot,https://www.entrepedia.co/library/product/6dc1ce19-4e22-4e62-8432-f6ca4576798b,Prompt Pack,guide,personal-development,Neuroinclusive Leadership Copilot,Part of Neuroinclusive Manager Desk: Neuroinclusive Leadership Copilot.,uploaded,iMU-import\wave2\batch-3\the-neuroinclusive-managers-playbook,Neuroinclusive Manager Desk,Lead mixed cognition teams without burning trust or output.
2,3,bundle_product,the-neuroinclusive-managers-playbook,The Neuroinclusive Manager's Playbook,https://www.entrepedia.co/library/bundles/the-neuroinclusive-managers-playbook,0361f13a-e48c-4316-ab60-1f92777febd6,Stop Losing Top Talent at the Interview Stage,https://www.entrepedia.co/library/product/0361f13a-e48c-4316-ab60-1f92777febd6,Guide,guide,personal-development,Stop Losing Top Talent at the Interview Stage,Part of Neuroinclusive Manager Desk: Stop Losing Top Talent at the Interview Stage.,uploaded,iMU-import\wave2\batch-3\the-neuroinclusive-managers-playbook,Neuroinclusive Manager Desk,Lead mixed cognition teams without burning trust or output.
